_id,全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考
410,172014,AA0000000126,石川県金沢市,大野町緑地,オオノマチリョクチ,"","",1003,"","",172014,"",石川県金沢市大野町1-18-2,石川県,金沢市,大野町,1-18-2,"",36.611399,136.60407,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/64779/0d319bc40be0364334c527aed7d0bcad.JPG,CC BY,""
411,172014,AA0000000127,石川県金沢市,奥卯辰山墓地公園,オクウタツヤマボチコウエン,"","",1003,"","",172014,"",石川県金沢市若松町,石川県,金沢市,若松町,"","",36.564634,136.693815,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
412,172014,AA0000000128,石川県金沢市,大河端町小公園,オコバタマチショウコウエン,"","",1003,"","",172014,"",石川県金沢市大河端町東111-9,石川県,金沢市,大河端町東,111-9,"",36.618444,136.641295,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/67830/ac7cf773982b236fd83b56af5a6637d5.JPG,CC BY,""
413,172014,AA0000000129,石川県金沢市,押野あさがお児童公園,オシノアサガオジドウコウエン,"","",1003,"","",172014,"",石川県金沢市押野1-279-2,石川県,金沢市,押野,1-279-2,"",36.548242,136.619373,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/86849/0219090bbc24f4d642e5059430cfc626.JPG,CC BY,""
414,172014,AA0000000130,石川県金沢市,押野くすのき公園,オシノクスノキコウエン,"","",1003,"","",172014,"",石川県金沢市押野2-197-3,石川県,金沢市,押野,2-197-3,"",36.547936,136.616846,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/59826/9604f655b52bc292f788e89549072bcd.JPG,CC BY,""
415,172014,AA0000000131,石川県金沢市,押野松の木公園,オシノマツノキコウエン,"","",1003,"","",172014,"",石川県金沢市押野3-525,石川県,金沢市,押野,3-525,"",36.548018,136.613896,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/42995/0dcb285d81d12f2643f4b4166e9ffbd5.JPG,CC BY,""
416,172014,AA0000000132,石川県金沢市,おでむかえ公園,オデムカエコウエン,"","",1003,"","",172014,"",石川県金沢市古府3-65ほか,石川県,金沢市,古府,3-65ほか,"",36.572238,136.607292,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/31213/9eb550cb9de0aa7526f687c9719c04b6.JPG,CC BY,""
417,172014,AA0000000133,石川県金沢市,乙丸町ケヤキ小公園,オトマルマチケヤキショウコウエン,"","",1003,"","",172014,"",石川県金沢市乙丸町丙28-14,石川県,金沢市,乙丸町丙,28-14,"",36.588345,136.65746,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/47146/89c6d1f9a01b74e5eea05ac64fb2cc9b.JPG,CC BY,""
418,172014,AA0000000134,石川県金沢市,乙丸町第１児童公園,オトマルマチダイ１ジドウコウエン,"","",1003,"","",172014,"",石川県金沢市乙丸町甲231,石川県,金沢市,乙丸町甲,231,"",36.585312,136.66489,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/95619/2df4c1059394569c4a02108f44245740.JPG,CC BY,""
419,172014,AA0000000135,石川県金沢市,尾山町小公園,オヤママチショウコウエン,"","",1003,"","",172014,"",石川県金沢市尾山町232-5,石川県,金沢市,尾山町,232-5,"",36.568489,136.655405,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/69193/031179012c385a89c9b9fb3d9829dbf9.JPG,CC BY,""
420,172014,AA0000000136,石川県金沢市,尾山町門前緑地,オヤママチモンゼンリョクチ,"","",1003,"","",172014,"",石川県金沢市尾山町431,石川県,金沢市,尾山町,431,"",36.565866,136.654623,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/57273/e7633bd341f86384e3d198ef582a4da8.JPG,CC BY,""
421,172014,AA0000000137,石川県金沢市,尾張町２丁目緑地,オワリチョウ２チョウメリョクチ,"","",1003,"","",172014,"",石川県金沢市尾張町2-184,石川県,金沢市,尾張町,2-184,"",36.571204,136.663777,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
422,172014,AA0000000138,石川県金沢市,尾張町児童公園,オワリチョウジドウコウエン,"","",1003,"","",172014,"",石川県金沢市尾張町1-158-1,石川県,金沢市,尾張町,1-158-1,"",36.570192,136.662486,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/34104/e64f235661e24b167f7b87e3b44b3e84.JPG,CC BY,""
423,172014,AA0000000139,石川県金沢市,加賀友禅染色団地公園,カガユウゼンセンショクダンチコウエン,"","",1003,"","",172014,"",石川県金沢市専光寺町ニ172,石川県,金沢市,専光寺町ニ,172,"",36.582857,136.586698,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/33612/55b0b7449595e55049fc1ad959d8cf47.JPG,CC BY,""
424,172014,AA0000000140,石川県金沢市,角間新町児童公園,カクマシンマチジドウコウエン,"","",1003,"","",172014,"",石川県金沢市角間新町23,石川県,金沢市,角間新町,23,"",36.555025,136.698836,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/70049/4bdd5127b18b7166785d36cc5f88533e.JPG,CC BY,""
425,172014,AA0000000141,石川県金沢市,笠舞２丁目小公園,カサマイ２チョウメショウコウエン,"","",1003,"","",172014,"",石川県金沢市笠舞2-187,石川県,金沢市,笠舞,2-187,"",36.550479,136.669455,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/74950/a4dafe39d18a1b4fc0c5edd8471cf687.jpg,CC BY,""
426,172014,AA0000000142,石川県金沢市,笠舞第１児童公園,カサマイダイ１ジドウコウエン,"","",1003,"","",172014,"",石川県金沢市笠舞2-179,石川県,金沢市,笠舞,2-179,"",36.551237,136.669203,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/78201/04ad09ad08d1df3de5fff619db733f41.JPG,CC BY,""
427,172014,AA0000000143,石川県金沢市,笠舞第２児童公園,カサマイダイ２ジドウコウエン,"","",1003,"","",172014,"",石川県金沢市笠舞1-414,石川県,金沢市,笠舞,1-414,"",36.549397,136.673157,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/14588/ee696d1ac9131158bc88d8851f7c38c8.JPG,CC BY,""
428,172014,AA0000000144,石川県金沢市,笠舞第３児童公園,カサマイダイ３ジドウコウエン,"","",1003,"","",172014,"",石川県金沢市笠舞1-234,石川県,金沢市,笠舞,1-234,"",36.547906,136.675394,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/34148/01c972ae48d654bacae48af221a4f991.JPG,CC BY,""
429,172014,AA0000000145,石川県金沢市,笠舞第４児童公園,カサマイダイ４ジドウコウエン,"","",1003,"","",172014,"",石川県金沢市笠舞本町2-71,石川県,金沢市,笠舞本町,2-71,"",36.547587,136.668355,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/18359/007a2360f054af04ebf3f8f94c2f0946.JPG,CC BY,""
430,172014,AA0000000146,石川県金沢市,笠舞第５児童公園,カサマイダイ５ジドウコウエン,"","",1003,"","",172014,"",石川県金沢市笠舞本町1-299,石川県,金沢市,笠舞本町,1-299,"",36.545673,136.672518,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/84409/339bf790be09c88e51b79223bbabe50f.JPG,CC BY,""
431,172014,AA0000000147,石川県金沢市,笠舞本町１丁目小公園,カサマイホンマチ１チョウメショウコウエン,"","",1003,"","",172014,"",石川県金沢市笠舞本町1-139-14,石川県,金沢市,笠舞本町,1-139-14,"",36.545514,136.673961,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/87680/0f52ca1cd281867c2210523d95b35e30.JPG,CC BY,""
432,172014,AA0000000148,石川県金沢市,笠舞本町２丁目小公園,カサマイホンマチ２チョウメショウコウエン,"","",1003,"","",172014,"",石川県金沢市笠舞本町2-614-1,石川県,金沢市,笠舞本町,2-614-1,"",36.547988,136.671161,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/57369/a08b1a6af8d478dffaea5854dc5f2c79.JPG,CC BY,""
433,172014,AA0000000149,石川県金沢市,笠舞本町２丁目西小公園,カサマイホンマチ２チョウメニシショウコウエン,"","",1003,"","",172014,"",石川県金沢市笠舞本町2-512-4,石川県,金沢市,笠舞本町,2-512-4,"",36.549147,136.668173,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/62316/d9c30ec5b5d473a2cfeb17694378ce7c.JPG,CC BY,""
434,172014,AA0000000150,石川県金沢市,主計町緑水苑,カズエマチリョクスイエン,"","",1003,"","",172014,"",石川県金沢市主計町318-1,石川県,金沢市,主計町,318-1,"",36.572632,136.662994,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/33304/20405f2eeef33cdcb5ad8e79971532c3.JPG,CC BY,""
435,172014,AA0000000151,石川県金沢市,堅田町小公園,カタタマチショウコウエン,"","",1003,"","",172014,"",石川県金沢市堅田町甲153,石川県,金沢市,堅田町甲,153,"",36.610511,136.699177,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/44415/0ab006ec91d3a430a17ce89650bffb82.JPG,CC BY,""
436,172014,AA0000000152,石川県金沢市,かたつ小緑地,カタツショウリョクチ,"","",1003,"","",172014,"",石川県金沢市かたつ8,石川県,金沢市,かたつ,8,"",36.63155,136.643489,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/30290/49f2a78c7268253e3d89ec46d49e00e7.JPG,CC BY,""
437,172014,AA0000000153,石川県金沢市,潟津みずべ公園,カタツミズベコウエン,"","",1003,"","",172014,"",石川県金沢市かたつ24,石川県,金沢市,かたつ,24,"",36.628409,136.643958,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/16930/543f3c960a92684cb44a0ec9693d2e35.JPG,CC BY,""
438,172014,AA0000000154,石川県金沢市,潟津みずべ第二公園,カタツミズベダイニコウエン,"","",1003,"","",172014,"",石川県金沢市かたつ25,石川県,金沢市,かたつ,25,"",36.627925,136.641788,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/66002/29048498cab44701452ebf68dbd3825a.JPG,CC BY,""
439,172014,AA0000000155,石川県金沢市,片町広場,カタマチヒロバ,"","",1003,"","",172014,"",石川県金沢市片町2-578,石川県,金沢市,片町,2-578,"",36.559735,136.65065,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/34949/d1f6fc7e10cfa380e605d538d89576ae.JPG,CC BY,""
440,172014,AA0000000156,石川県金沢市,桂町小公園,カツラマチショウコウエン,"","",1003,"","",172014,"",石川県金沢市桂町ホ15-10,石川県,金沢市,桂町ホ,15-10,"",36.606799,136.605049,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/84834/c5d407b4d26c8bd36001422d675c7e5d.JPG,CC BY,""
441,172014,AA0000000157,石川県金沢市,桂町第１児童公園,カツラマチダイ１ジドウコウエン,"","",1003,"","",172014,"",石川県金沢市桂町ロ235,石川県,金沢市,桂町ロ,235,"",36.60444,136.604001,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/48706/f15a73125c01db5215b817bd6f8b617d.JPG,CC BY,""
442,172014,AA0000000158,石川県金沢市,金市東小公園,カナイチヒガシショウコウエン,"","",1003,"","",172014,"",石川県金沢市金市町ホ10-9,石川県,金沢市,金市町ホ,10-9,"",36.610757,136.683633,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/24294/01e544c49456389df48e1c7ff6ed6f2e.JPG,CC BY,""
443,172014,AA0000000159,石川県金沢市,金市町小公園,カナイチマチショウコウエン,"","",1003,"","",172014,"",石川県金沢市金市町イ5-5,石川県,金沢市,金市町イ,5-5,"",36.608087,136.682037,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/23245/c53d25f17bcae9b35503f5229eaf599a.JPG,CC BY,""
444,172014,AA0000000160,石川県金沢市,金市やすらぎ公園,カナイチヤスラギコウエン,"","",1003,"","",172014,"",石川県金沢市金市町ニ12-1,石川県,金沢市,金市町ニ,12-1,"",36.610619,136.68152,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/98093/46cd6cdfec9861094ef6eda22f96f602.JPG,CC BY,""
445,172014,AA0000000161,石川県金沢市,金石北１丁目児童公園,カナイワキタ１チョウメジドウコウエン,"","",1003,"","",172014,"",石川県金沢市金石北1-374,石川県,金沢市,金石北,1-374,"",36.605403,136.596812,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/70984/80074a569ea81aefc8f16b7886553dc0.JPG,CC BY,""
446,172014,AA0000000162,石川県金沢市,金石北３丁目小公園,カナイワキタ３チョウメショウコウエン,"","",1003,"","",172014,"",石川県金沢市金石北3-344-5,石川県,金沢市,金石北,3-344-5,"",36.605705,136.598275,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/35220/0679eadd3d976efb8e22b6d8a992baac.JPG,CC BY,""
447,172014,AA0000000163,石川県金沢市,金石銭五公園,カナイワゼニゴコウエン,"","",1003,"","",172014,"",石川県金沢市金石北2-147,石川県,金沢市,金石北,2-147,"",36.607602,136.597139,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/30866/a64c4a9f10556b81d42f8880cb778600.JPG,CC BY,""
448,172014,AA0000000164,石川県金沢市,金石西１丁目あじさい小公園,カナイワニシ１チョウメアジサイショウコウエン,"","",1003,"","",172014,"",石川県金沢市金石西1-121-9,石川県,金沢市,金石西,1-121-9,"",36.600243,136.591937,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/18272/9c90b97c6d6d6bf450f49e4352cebe16.JPG,CC BY,""
449,172014,AA0000000165,石川県金沢市,金石西１丁目ケヤキ公園,カナイワニシ１チョウメケヤキコウエン,"","",1003,"","",172014,"",石川県金沢市金石西1-338-2,石川県,金沢市,金石西,1-338-2,"",36.600411,136.591343,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/93074/a7c53084b60d5b7840a80c8b621992b9.JPG,CC BY,""
450,172014,AA0000000166,石川県金沢市,金石西１丁目小公園,カナイワニシ１チョウメショウコウエン,"","",1003,"","",172014,"",石川県金沢市金石西1-144-7,石川県,金沢市,金石西,1-144-7,"",36.6008,136.592681,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/64089/605595e929cbc7db01d92c2e740e81c2.JPG,CC BY,""
451,172014,AA0000000167,石川県金沢市,金石西児童公園,カナイワニシジドウコウエン,"","",1003,"","",172014,"",石川県金沢市金石西4-887,石川県,金沢市,金石西,4-887,"",36.604488,136.592662,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/65419/efea5235ca89eccef72739d203153bed.JPG,CC BY,""
452,172014,AA0000000168,石川県金沢市,金石東ゲートボール広場,カナイワアズマゲートボールヒロバ,"","",1003,"","",172014,"",石川県金沢市金石東2-20-1,石川県,金沢市,金石東,2-20-1,"",36.603166,136.599998,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/49537/15e6222baf1bf575fc1855f20aba9b99.JPG,CC BY,""
453,172014,AA0000000169,石川県金沢市,金沢城北市民運動公園,カナザワジョウホクシミンウンドウコウエン,"","",1003,"","",172014,"",石川県金沢市磯部町,石川県,金沢市,磯部町,"","",36.598355,136.657067,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/78681/7c0cfd8363ac5aaa541a7897d80fe605.JPG,CC BY,""
454,172014,AA0000000170,石川県金沢市,金沢南総合運動公園,カナザワミナミソウゴウウンドウコウエン,"","",1003,"","",172014,"",石川県金沢市富樫町,石川県,金沢市,富樫町,"","",36.539192,136.64295,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/49121/5f66d5c18566272dc22b8d1014f17933.JPG,CC BY,""
455,172014,AA0000000171,石川県金沢市,上荒屋１丁目くすのき公園,カミアラヤ１チョウメクスノキコウエン,"","",1003,"","",172014,"",石川県金沢市上荒屋1-346,石川県,金沢市,上荒屋,1-346,"",36.547708,136.591961,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/54649/247cd04abb6a619013e534c1126a3f83.JPG,CC BY,""
456,172014,AA0000000172,石川県金沢市,上荒屋２丁目公園,カミアラヤ２チョウメコウエン,"","",1003,"","",172014,"",石川県金沢市上荒屋2-137-2,石川県,金沢市,上荒屋,2-137-2,"",36.550095,136.592932,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/74565/581fc068685f8e800e1b66093ab63b8a.JPG,CC BY,""
457,172014,AA0000000173,石川県金沢市,上荒屋２丁目小公園,カミアラヤ２チョウメショウコウエン,"","",1003,"","",172014,"",石川県金沢市上荒屋2-3-32,石川県,金沢市,上荒屋,2-3-32,"",36.549259,136.593715,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/33134/b401077b27a43d9a98f167084ad3c489.JPG,CC BY,""
458,172014,AA0000000174,石川県金沢市,上荒屋３丁目小公園,カミアラヤ３チョウメショウコウエン,"","",1003,"","",172014,"",石川県金沢市上荒屋3-56-14,石川県,金沢市,上荒屋,3-56-14,"",36.549121,136.591408,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/19426/37192531602af9d2d960a274486b2450.JPG,CC BY,""
459,172014,AA0000000175,石川県金沢市,上荒屋４丁目西公園,カミアラヤ４チョウメニシコウエン,"","",1003,"","",172014,"",石川県金沢市上荒屋4-75-4,石川県,金沢市,上荒屋,4-75-4,"",36.554797,136.592379,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/06123/01174c30fc34f1b28eaf9fd8ec97a9e2.JPG,CC BY,""
460,172014,AA0000000176,石川県金沢市,上荒屋第１児童公園,カミアラヤダイ１ジドウコウエン,"","",1003,"","",172014,"",石川県金沢市上荒屋4-83,石川県,金沢市,上荒屋,4-83,"",36.553422,136.593361,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/00151/a225ea1e970e98f3d460d84f11d49600.JPG,CC BY,""
461,172014,AA0000000177,石川県金沢市,上荒屋第２児童公園,カミアラヤダイ２ジドウコウエン,"","",1003,"","",172014,"",石川県金沢市上荒屋2-41,石川県,金沢市,上荒屋,2-41,"",36.550854,136.593892,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/19701/c8b4e3a531eb59c55d67d1b0c79ff9ec.JPG,CC BY,""
462,172014,AA0000000178,石川県金沢市,上荒屋中央緑道,カミアラヤチュウオウリョクドウ,"","",1003,"","",172014,"",石川県金沢市上荒屋7-204,石川県,金沢市,上荒屋,7-204,"",36.550996,136.589321,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/65666/d7511f52d767e1a051f4cabba3ff2605.JPG,CC BY,""
463,172014,AA0000000179,石川県金沢市,上荒屋つばき公園,カミアラヤツバキコウエン,"","",1003,"","",172014,"",石川県金沢市上荒屋8-43,石川県,金沢市,上荒屋,8-43,"",36.550457,136.589895,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/74036/fb2d911aef410599e95efc7f6741ef9e.JPG,CC BY,""
464,172014,AA0000000180,石川県金沢市,上荒屋にれの木公園,カミアラヤニレノキコウエン,"","",1003,"","",172014,"",石川県金沢市上荒屋5-453,石川県,金沢市,上荒屋,5-453,"",36.557404,136.589466,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/31805/c800367ebeb926e702449e45f3504184.JPG,CC BY,""
465,172014,AA0000000181,石川県金沢市,上荒屋東公園,カミアラヤヒガシコウエン,"","",1003,"","",172014,"",石川県金沢市上荒屋4-78-10,石川県,金沢市,上荒屋,4-78-10,"",36.554904,136.593457,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/70647/1204796307c78bf87dceb418589872be.JPG,CC BY,""
466,172014,AA0000000182,石川県金沢市,上荒屋もくれん公園,カミアラヤモクレンコウエン,"","",1003,"","",172014,"",石川県金沢市上荒屋6-446,石川県,金沢市,上荒屋,6-446,"",36.55331,136.588629,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/19327/d017af595f6652608861ee338a2e08ad.JPG,CC BY,""
467,172014,AA0000000183,石川県金沢市,神野１号緑道,カミノ１ゴウリョクドウ,"","",1003,"","",172014,"",石川県金沢市神野1-250,石川県,金沢市,神野,1-250,"",36.567146,136.598302,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/48053/9640643576d17140ce9935a035444da1.JPG,CC BY,""
468,172014,AA0000000184,石川県金沢市,神野樫の木公園,カミノカシノキコウエン,"","",1003,"","",172014,"",石川県金沢市神野2-118,石川県,金沢市,神野,2-118,"",36.563677,136.595303,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/28358/b72ede21f50c2a9ca6ecc35488f2c616.JPG,CC BY,""
469,172014,AA0000000185,石川県金沢市,神野桜公園,カミノサクラコウエン,"","",1003,"","",172014,"",石川県金沢市神野1-63,石川県,金沢市,神野,1-63,"",36.567171,136.598505,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/44174/ab22b6fd9e829c29157baa50646cbea5.JPG,CC BY,""
470,172014,AA0000000186,石川県金沢市,神野花水木公園,カミノハナミズキコウエン,"","",1003,"","",172014,"",石川県金沢市神野3-25,石川県,金沢市,神野,3-25,"",36.565694,136.594005,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/56073/6318c590fc2662b49a0d6d65525bdab3.JPG,CC BY,""
471,172014,AA0000000187,石川県金沢市,神野東公園,カミノヒガシコウエン,"","",1003,"","",172014,"",石川県金沢市神野町東107,石川県,金沢市,神野町東,107,"",36.563914,136.600163,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/73903/316098f6e8b658e8033f099d4ce874ed.JPG,CC BY,""
472,172014,AA0000000188,石川県金沢市,上安原小緑道,カミヤスハラショウリョクドウ,"","",1003,"","",172014,"",石川県金沢市安原中央土地区画整理事業地113街区ほか,石川県,金沢市,安原中央土地区画整理事業地113街区ほか,"","",36.564746,136.589499,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/37475/cf9614a6e51ad59be4f199986002795c.JPG,CC BY,""
473,172014,AA0000000189,石川県金沢市,上安原中央公園,カミヤスハラチュウオウコウエン,"","",1003,"","",172014,"",石川県金沢市上安原1-262,石川県,金沢市,上安原,1-262,"",36.565323,136.590614,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/89888/1cb89355f0a04ecf433400577a5e668c.JPG,CC BY,""
474,172014,AA0000000190,石川県金沢市,上安原ふじ公園,カミヤスハラフジコウエン,"","",1003,"","",172014,"",石川県金沢市上安原2-300,石川県,金沢市,上安原,2-300,"",36.565267,136.587439,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/46366/de7a029476bb263c0beb2a377bcc5c97.JPG,CC BY,""
475,172014,AA0000000191,石川県金沢市,上安原町小公園,カミヤスハラマチショウコウエン,"","",1003,"","",172014,"",石川県金沢市上安原町673-4,石川県,金沢市,上安原町,673-4,"",36.559933,136.589788,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/75987/2f370a7c48a0908c8044fa86144de00e.JPG,CC BY,""
476,172014,AA0000000192,石川県金沢市,上安原みどり公園,カミヤスハラミドリコウエン,"","",1003,"","",172014,"",石川県金沢市上安原1-261,石川県,金沢市,上安原,1-261,"",36.567434,136.590014,"","","","","","","",-,"","","","","","","","","","","","","","","","","","","","","","","","","",http://infra-media.city.kanazawa.ishikawa.jp/images/91239/2c5f7a86d9f706242c4a6a5bcaad3824.JPG,CC BY,""
